,id,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities,handle
5829,698526221525610496,"Now an additional 600-700 jobs in America (2,000) being eliminated for move to Mexico- via Hartford Courant. https://t.co/bOIYQLqGRG",False,,2016-02-13T15:16:43,,,,False,en,3451,5751,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/bOIYQLqGRG', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/698526221525610496/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 544, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 319, 'resize': 'fit', 'w': 600}, 'small': {'h': 181, 'resize': 'fit', 'w': 340}}, 'id_str': '698526209966084096', 'indices': [109, 132], 'id': 698526209966084096, 'url': 'https://t.co/bOIYQLqGRG', 'media_url_https': 'https://pbs.twimg.com/media/CbGp4xNUEAALpgE.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CbGp4xNUEAALpgE.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/bOIYQLqGRG', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/698526221525610496/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 544, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 319, 'resize': 'fit', 'w': 600}, 'small': {'h': 181, 'resize': 'fit', 'w': 340}}, 'id_str': '698526209966084096', 'indices': [109, 132], 'id': 698526209966084096, 'url': 'https://t.co/bOIYQLqGRG', 'media_url_https': 'https://pbs.twimg.com/media/CbGp4xNUEAALpgE.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CbGp4xNUEAALpgE.jpg'}]}",realDonaldTrump
1775,759507812963737600,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql",False,,2016-07-30T21:55:48,,,,False,en,10489,26038,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/y9WJoUaaql', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/759507812963737600/photo/1', 'sizes': {'large': {'h': 555, 'resize': 'fit', 'w': 1080}, 'medium': {'h': 555, 'resize': 'fit', 'w': 1080}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 349, 'resize': 'fit', 'w': 680}}, 'id_str': '759507803132272640', 'indices': [105, 128], 'id': 759507803132272640, 'url': 'https://t.co/y9WJoUaaql', 'media_url_https': 'https://pbs.twimg.com/media/CopQUqnWIAAqfbP.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CopQUqnWIAAqfbP.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'CrookedHillary', 'indices': [0, 15]}]}","{'media': [{'display_url': 'pic.twitter.com/y9WJoUaaql', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/759507812963737600/photo/1', 'sizes': {'large': {'h': 555, 'resize': 'fit', 'w': 1080}, 'medium': {'h': 555, 'resize': 'fit', 'w': 1080}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 349, 'resize': 'fit', 'w': 680}}, 'id_str': '759507803132272640', 'indices': [105, 128], 'id': 759507803132272640, 'url': 'https://t.co/y9WJoUaaql', 'media_url_https': 'https://pbs.twimg.com/media/CopQUqnWIAAqfbP.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CopQUqnWIAAqfbP.jpg'}]}",realDonaldTrump
1758,759824863041298432,"Thank you, @JoeBiden. https://t.co/z1Jb6CrtzH",False,,2016-07-31T18:55:38,,,,False,en,2314,9419,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/z1Jb6CrtzH', 'expanded_url': 'http://twitter.com/HillaryClinton/status/759824863041298432/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '759824814223818752', 'indices': [22, 45], 'id': 759824814223818752, 'url': 'https://t.co/z1Jb6CrtzH', 'media_url_https': 'https://pbs.twimg.com/media/CotwpI9WgAAIeYy.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CotwpI9WgAAIeYy.jpg'}], 'user_mentions': [{'id_str': '939091', 'name': 'Joe Biden', 'id': 939091, 'screen_name': 'JoeBiden', 'indices': [11, 20]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/z1Jb6CrtzH', 'expanded_url': 'http://twitter.com/HillaryClinton/status/759824863041298432/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '759824814223818752', 'indices': [22, 45], 'id': 759824814223818752, 'url': 'https://t.co/z1Jb6CrtzH', 'media_url_https': 'https://pbs.twimg.com/media/CotwpI9WgAAIeYy.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CotwpI9WgAAIeYy.jpg'}]}",HillaryClinton
6311,688084656072298496,"Top searched candidate by state, as seen in the #GOPDebate media filing center. WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/nwKPRmWFNr",False,,2016-01-15T19:45:40,,,,False,en,3386,8519,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/nwKPRmWFNr', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/688084656072298496/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 295, 'resize': 'fit', 'w': 340}, 'large': {'h': 867, 'resize': 'fit', 'w': 999}, 'medium': {'h': 521, 'resize': 'fit', 'w': 600}}, 'id_str': '688084634194808832', 'indices': [114, 137], 'id': 688084634194808832, 'url': 'https://t.co/nwKPRmWFNr', 'media_url_https': 'https://pbs.twimg.com/media/CYyRVESWEAAoqEU.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CYyRVESWEAAoqEU.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'GOPDebate', 'indices': [48, 58]}]}","{'media': [{'display_url': 'pic.twitter.com/nwKPRmWFNr', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/688084656072298496/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 295, 'resize': 'fit', 'w': 340}, 'large': {'h': 867, 'resize': 'fit', 'w': 999}, 'medium': {'h': 521, 'resize': 'fit', 'w': 600}}, 'id_str': '688084634194808832', 'indices': [114, 137], 'id': 688084634194808832, 'url': 'https://t.co/nwKPRmWFNr', 'media_url_https': 'https://pbs.twimg.com/media/CYyRVESWEAAoqEU.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CYyRVESWEAAoqEU.jpg'}]}",realDonaldTrump
1450,763798465746968576,We’re going to invest in union training programs and apprenticeship programs so you can earn while you learn: https://t.co/sbbiIqIz0c,False,,2016-08-11T18:05:19,,,,False,en,1027,2655,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2aPd0DU', 'expanded_url': 'http://hrc.io/2aPd0DU', 'indices': [110, 133], 'url': 'https://t.co/sbbiIqIz0c'}], 'hashtags': []}",,HillaryClinton
5929,696124722321481728,"Come join us at the Verizon Wireless Center- Manchester, New Hampshire on 2/8! Register now: https://t.co/xK5HYX226k https://t.co/zjRpnoV2ih",False,,2016-02-07T00:14:01,,,,False,en,2508,8043,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/zjRpnoV2ih', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/696124722321481728/photo/1', 'sizes': {'large': {'h': 536, 'resize': 'fit', 'w': 1024}, 'small': {'h': 178, 'resize': 'fit', 'w': 340}, 'medium': {'h': 314, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '696124667170435074', 'indices': [117, 140], 'id': 696124667170435074, 'url': 'https://t.co/zjRpnoV2ih', 'media_url_https': 'https://pbs.twimg.com/media/CakhslIUsAIUuxU.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CakhslIUsAIUuxU.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'trumpmanchesternh.eventbrite.com', 'expanded_url': 'http://trumpmanchesternh.eventbrite.com/', 'indices': [93, 116], 'url': 'https://t.co/xK5HYX226k'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/zjRpnoV2ih', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/696124722321481728/photo/1', 'sizes': {'large': {'h': 536, 'resize': 'fit', 'w': 1024}, 'small': {'h': 178, 'resize': 'fit', 'w': 340}, 'medium': {'h': 314, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '696124667170435074', 'indices': [117, 140], 'id': 696124667170435074, 'url': 'https://t.co/zjRpnoV2ih', 'media_url_https': 'https://pbs.twimg.com/media/CakhslIUsAIUuxU.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CakhslIUsAIUuxU.jpg'}]}",realDonaldTrump
3659,740396544403378176,Don’t let anyone tell you that great things can’t happen in America. https://t.co/dtgjwmcfMm,False,,2016-06-08T04:14:26,,,,False,en,7526,21734,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/dtgjwmcfMm', 'expanded_url': 'http://twitter.com/HillaryClinton/status/740396544403378176/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}}, 'id_str': '740396296750682114', 'indices': [69, 92], 'id': 740396296750682114, 'url': 'https://t.co/dtgjwmcfMm', 'media_url_https': 'https://pbs.twimg.com/media/CkZqglTW0AI7gjr.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CkZqglTW0AI7gjr.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/dtgjwmcfMm', 'expanded_url': 'http://twitter.com/HillaryClinton/status/740396544403378176/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}}, 'id_str': '740396296750682114', 'indices': [69, 92], 'id': 740396296750682114, 'url': 'https://t.co/dtgjwmcfMm', 'media_url_https': 'https://pbs.twimg.com/media/CkZqglTW0AI7gjr.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CkZqglTW0AI7gjr.jpg'}]}",HillaryClinton
475,776600548963385344,"“Además de defender a DAPA y DACA, debemos hacer mucho más”—Hillary.
https://t.co/Rs7LRr95Ua",True,Hillary_esp,2016-09-16T01:56:14,,,,False,es,469,1156,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '755024857373474816', 'name': 'Hillary en español', 'id': 755024857373474816, 'screen_name': 'Hillary_esp', 'indices': [3, 15]}], 'symbols': [], 'urls': [{'display_url': 'hillaryclinton.com/es/issues/refo…', 'expanded_url': 'https://www.hillaryclinton.com/es/issues/reforma-migratoria/', 'indices': [86, 109], 'url': 'https://t.co/Rs7LRr95Ua'}], 'hashtags': []}",,HillaryClinton
1660,761199386227511296,"Happy birthday, @POTUS. https://t.co/5u1HAPnDI9",False,,2016-08-04T13:57:30,,,,False,en,7446,27315,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/5u1HAPnDI9', 'expanded_url': 'http://twitter.com/HillaryClinton/status/761199386227511296/photo/1', 'sizes': {'large': {'h': 1432, 'resize': 'fit', 'w': 2048}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 839, 'resize': 'fit', 'w': 1200}, 'small': {'h': 475, 'resize': 'fit', 'w': 680}}, 'id_str': '761199192706514948', 'indices': [24, 47], 'id': 761199192706514948, 'url': 'https://t.co/5u1HAPnDI9', 'media_url_https': 'https://pbs.twimg.com/media/CpBSofyWAAQJJpW.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CpBSofyWAAQJJpW.jpg'}], 'user_mentions': [{'id_str': '1536791610', 'name': 'President Obama', 'id': 1536791610, 'screen_name': 'POTUS', 'indices': [16, 22]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/5u1HAPnDI9', 'expanded_url': 'http://twitter.com/HillaryClinton/status/761199386227511296/photo/1', 'sizes': {'large': {'h': 1432, 'resize': 'fit', 'w': 2048}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 839, 'resize': 'fit', 'w': 1200}, 'small': {'h': 475, 'resize': 'fit', 'w': 680}}, 'id_str': '761199192706514948', 'indices': [24, 47], 'id': 761199192706514948, 'url': 'https://t.co/5u1HAPnDI9', 'media_url_https': 'https://pbs.twimg.com/media/CpBSofyWAAQJJpW.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CpBSofyWAAQJJpW.jpg'}]}",HillaryClinton
5456,705563410528915457,"Senator Sessions will serve as the 
Chairman of my National Security 
Advisory Committee. https://t.co/jQed1P6SD9 https://t.co/n83Cbs4jtA",False,,2016-03-04T01:20:00,,,,False,en,6255,14210,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/n83Cbs4jtA', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/705563410528915457/photo/1', 'sizes': {'large': {'h': 959, 'resize': 'fit', 'w': 565}, 'small': {'h': 577, 'resize': 'fit', 'w': 340}, 'medium': {'h': 959, 'resize': 'fit', 'w': 565}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '705563398856118272', 'indices': [114, 137], 'id': 705563398856118272, 'url': 'https://t.co/n83Cbs4jtA', 'media_url_https': 'https://pbs.twimg.com/media/CcqqLEtWEAAyMZm.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CcqqLEtWEAAyMZm.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'facebook.com/DonaldTrump/po…', 'expanded_url': 'https://www.facebook.com/DonaldTrump/posts/10156714551570725:0', 'indices': [90, 113], 'url': 'https://t.co/jQed1P6SD9'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/n83Cbs4jtA', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/705563410528915457/photo/1', 'sizes': {'large': {'h': 959, 'resize': 'fit', 'w': 565}, 'small': {'h': 577, 'resize': 'fit', 'w': 340}, 'medium': {'h': 959, 'resize': 'fit', 'w': 565}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '705563398856118272', 'indices': [114, 137], 'id': 705563398856118272, 'url': 'https://t.co/n83Cbs4jtA', 'media_url_https': 'https://pbs.twimg.com/media/CcqqLEtWEAAyMZm.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CcqqLEtWEAAyMZm.jpg'}]}",realDonaldTrump
1863,758865582603198465,Let’s put ourselves in the shoes of young black &amp; Latino people who face the effects of systemic racism and feel their lives are disposable.,False,,2016-07-29T03:23:48,,,,False,en,7462,17539,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
2796,752893292405219328,"""We produced, by far, the most progressive platform in the history of the Democratic Party."" —@BernieSanders",False,,2016-07-12T15:52:03,,,,False,en,821,2359,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '216776631', 'name': 'Bernie Sanders', 'id': 216776631, 'screen_name': 'BernieSanders', 'indices': [94, 108]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
5937,695989902031331333,The New Hampshire drug epidemic must stop. If elected POTUS- I will create borders &amp; the drugs will stop pouring in. https://t.co/YdEnhqdTbS,False,,2016-02-06T15:18:18,,,,False,en,2635,6567,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'facebook.com/DonaldTrump/vi…', 'expanded_url': 'https://www.facebook.com/DonaldTrump/videos/10156610923070725/', 'indices': [121, 144], 'url': 'https://t.co/YdEnhqdTbS'}], 'hashtags': []}",,realDonaldTrump
249,778957908990189568,.@HillaryClinton sits down Between Two Ferns with Zach Galifianakis for her most memorable interview yet. https://t.co/169e3KxEyE,True,funnyordie,2016-09-22T14:03:32,,,,False,en,28387,45833,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [{'id_str': '15693493', 'name': 'Funny Or Die', 'id': 15693493, 'screen_name': 'funnyordie', 'indices': [3, 14]}, {'id_str': '1339835893', 'name': 'Hillary Clinton', 'id': 1339835893, 'screen_name': 'HillaryClinton', 'indices': [17, 32]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
2453,756313173800652800,Show @realDonaldTrump that his hateful words have a cost. Chip in $1 every time he lies. https://t.co/V2keRkBYDS https://t.co/8JFHZNCeET,False,,2016-07-22T02:21:26,,,,False,en,984,2231,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/8JFHZNCeET', 'expanded_url': 'http://twitter.com/HillaryClinton/status/756313173800652800/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 169, 'resize': 'fit', 'w': 340}, 'large': {'h': 184, 'resize': 'fit', 'w': 370}, 'medium': {'h': 184, 'resize': 'fit', 'w': 370}}, 'id_str': '756313132600025088', 'indices': [113, 136], 'id': 756313132600025088, 'url': 'https://t.co/8JFHZNCeET', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Cn72yXeWYAA0nsx.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Cn72yXeWYAA0nsx.jpg'}], 'user_mentions': [{'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [5, 21]}], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2akMxBo', 'expanded_url': 'http://hrc.io/2akMxBo', 'indices': [89, 112], 'url': 'https://t.co/V2keRkBYDS'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/8JFHZNCeET', 'expanded_url': 'http://twitter.com/HillaryClinton/status/756313173800652800/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 169, 'resize': 'fit', 'w': 340}, 'large': {'h': 184, 'resize': 'fit', 'w': 370}, 'medium': {'h': 184, 'resize': 'fit', 'w': 370}}, 'id_str': '756313132600025088', 'indices': [113, 136], 'id': 756313132600025088, 'url': 'https://t.co/8JFHZNCeET', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Cn72yXeWYAA0nsx.jpg', 'type': 'animated_gif', 'video_info': {'aspect_ratio': [185, 92], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://pbs.twimg.com/tweet_video/Cn72yXeWYAA0nsx.mp4'}]}, 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Cn72yXeWYAA0nsx.jpg'}]}",HillaryClinton
2195,757777047523557376,"""While...Trump is busy insulting one group after another, Hillary...understands that our diversity is one of our greatest strengths"" —Bernie",False,,2016-07-26T03:18:21,,,,False,en,5206,14449,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
4512,727582702749159424,"We don’t have time to waste on Trump's fake solutions that won’t do a thing to help your families.
https://t.co/b4aq8SVVAB",False,,2016-05-03T19:36:48,,,,False,en,1753,3081,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/277567ac-4e5…', 'expanded_url': 'https://amp.twimg.com/v/277567ac-4e5d-4e81-9ffc-d38651e82382', 'indices': [99, 122], 'url': 'https://t.co/b4aq8SVVAB'}], 'hashtags': []}",,HillaryClinton
5760,699968804311470080,.@FoxNews is so biased it is disgusting. They do not want Trump to win. All negative!,False,,2016-02-17T14:49:02,,,,False,en,25184,12462,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '1367531', 'name': 'Fox News', 'id': 1367531, 'screen_name': 'FoxNews', 'indices': [1, 9]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5949,695789403374014464,"Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",False,,2016-02-06T02:01:35,,,,False,en,1719,4888,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '467726691', 'name': 'Cheri Jacobus', 'id': 467726691, 'screen_name': 'CheriJacobus', 'indices': [12, 25]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
4356,730069558132932609,"I look very much forward to meeting w/Paul Ryan &amp; the GOP Party Leadership on Thurs in DC. Together, we will beat the Dems at all levels!",False,,2016-05-10T16:18:41,,,,False,en,5251,19102,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5411,706544678980734976,.@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!,False,,2016-03-06T18:19:13,,,,False,en,3548,10234,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '11856892', 'name': 'Meet the Press', 'id': 11856892, 'screen_name': 'MeetThePress', 'indices': [1, 14]}, {'id_str': '50325797', 'name': 'Chuck Todd', 'id': 50325797, 'screen_name': 'chucktodd', 'indices': [19, 29]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
